Stock Name,Price,Country,Sector,Market Cap,Debt Status,Last 6 Months Return (%),Last 1 Year Return (%)
Stock_4296,1403.05,USA,Technology,Large Cap,Debt,12.52,77.86
Stock_4297,2317.97,Japan,Energy,Small Cap,Debt,24.03,44.09
Stock_4298,1753.2,India,Healthcare,Mid Cap,Debt Free,16.2,68.03
Stock_4299,3745.95,India,Technology,Large Cap,Debt,4.67,79.96
Stock_4300,2368.87,Japan,Healthcare,Mid Cap,Debt,0.2,-26.14
Stock_4301,3714.67,India,Technology,Small Cap,Debt Free,38.28,93.36
Stock_4302,4099.27,China,Healthcare,Mid Cap,Debt,28.27,1.52
Stock_4303,649.37,India,Finance,Mid Cap,Debt,49.42,-26.95
Stock_4304,1114.1,China,Technology,Mid Cap,Debt Free,33.58,-35.31
Stock_4305,4766.82,India,Consumer Goods,Mid Cap,Debt,5.99,89.22
Stock_4306,3059.01,India,Healthcare,Small Cap,Debt Free,-7.86,24.36
Stock_4307,3868.51,China,Consumer Goods,Large Cap,Debt,-10.29,-35.87
Stock_4308,1465.02,Japan,Consumer Goods,Large Cap,Debt Free,25.76,32.1
Stock_4309,3914.39,Japan,Finance,Large Cap,Debt,16.53,-46.16
Stock_4310,4717.96,India,Finance,Mid Cap,Debt Free,25.65,-26.89
Stock_4311,290.5,China,Healthcare,Mid Cap,Debt,33.54,89.5
Stock_4312,3514.26,USA,Consumer Goods,Mid Cap,Debt,12.62,99.9
Stock_4313,3914.41,India,Energy,Small Cap,Debt,-8.85,44.44
Stock_4314,3099.83,Japan,Technology,Large Cap,Debt,16.15,-35.8
Stock_4315,4009.78,China,Energy,Large Cap,Debt Free,-28.86,-10.08
Stock_4316,259.17,India,Consumer Goods,Mid Cap,Debt,-6.77,22.63
Stock_4317,1874.65,India,Energy,Small Cap,Debt,36.81,-38.75
Stock_4318,2121.49,India,Energy,Large Cap,Debt Free,13.5,14.92
Stock_4319,577.72,India,Technology,Large Cap,Debt,-19.6,36.65
Stock_4320,2872.77,Japan,Technology,Mid Cap,Debt,-0.99,-1.8
Stock_4321,2983.95,India,Finance,Mid Cap,Debt,-9.1,45.4
Stock_4322,913.4,USA,Technology,Small Cap,Debt Free,-13.26,-41.99
Stock_4323,4144.95,India,Consumer Goods,Small Cap,Debt Free,6.24,-12.52
Stock_4324,3667.44,USA,Consumer Goods,Mid Cap,Debt,-11.96,-22.62
Stock_4325,2147.78,India,Technology,Large Cap,Debt,-16.61,66.23
Stock_4326,4101.97,China,Technology,Mid Cap,Debt Free,35.46,-8.72
Stock_4327,2244.5,India,Energy,Mid Cap,Debt,-5.62,50.59
Stock_4328,2746.67,India,Technology,Large Cap,Debt,23.1,89.09
Stock_4329,498.84,Japan,Energy,Mid Cap,Debt Free,-15.93,38.42
Stock_4330,3397.44,USA,Technology,Large Cap,Debt,-20.31,97.06
Stock_4331,2606.78,Japan,Energy,Mid Cap,Debt Free,21.94,-40.01
Stock_4332,1936.2,India,Technology,Small Cap,Debt,26.74,97.84
Stock_4333,2394.41,India,Technology,Mid Cap,Debt,-17.13,81.67
Stock_4334,2359.16,USA,Consumer Goods,Small Cap,Debt Free,33.22,16.75
Stock_4335,4452.78,Japan,Consumer Goods,Small Cap,Debt,-26.1,-0.72
Stock_4336,3866.03,India,Consumer Goods,Large Cap,Debt,-13.34,35.87
Stock_4337,1373.0,USA,Technology,Mid Cap,Debt,-6.21,78.73
Stock_4338,594.93,USA,Healthcare,Small Cap,Debt,19.44,12.97
Stock_4339,1398.26,Japan,Healthcare,Mid Cap,Debt,-4.26,-23.61
Stock_4340,4440.56,India,Finance,Large Cap,Debt,21.83,0.06
Stock_4341,1406.35,USA,Healthcare,Mid Cap,Debt,11.89,95.16
Stock_4342,3594.31,USA,Finance,Small Cap,Debt Free,-29.65,62.94
Stock_4343,671.2,India,Technology,Large Cap,Debt,-14.12,-8.75
Stock_4344,1380.29,USA,Healthcare,Mid Cap,Debt,27.82,13.68
Stock_4345,2230.66,Japan,Technology,Mid Cap,Debt,24.71,-21.88
Stock_4346,3305.1,USA,Energy,Large Cap,Debt Free,-12.03,83.17
Stock_4347,1234.46,India,Finance,Large Cap,Debt,-22.09,37.5
Stock_4348,2716.28,USA,Healthcare,Mid Cap,Debt,-3.47,-23.09
Stock_4349,4004.79,India,Healthcare,Small Cap,Debt,-6.92,68.7
Stock_4350,2987.36,USA,Healthcare,Mid Cap,Debt,27.04,-10.25
Stock_4351,1648.48,USA,Consumer Goods,Mid Cap,Debt,-8.85,32.64
Stock_4352,2444.52,China,Technology,Mid Cap,Debt Free,-22.24,-20.39
Stock_4353,3904.9,USA,Consumer Goods,Mid Cap,Debt,27.3,-4.49
Stock_4354,4671.91,Japan,Finance,Mid Cap,Debt,-26.77,5.58
Stock_4355,758.97,India,Finance,Large Cap,Debt,-0.99,44.26
Stock_4356,754.63,USA,Consumer Goods,Mid Cap,Debt,-11.4,46.9
Stock_4357,3549.23,India,Energy,Large Cap,Debt Free,2.52,74.0
Stock_4358,2988.52,India,Technology,Mid Cap,Debt,23.39,98.75
Stock_4359,3569.91,India,Technology,Mid Cap,Debt Free,-16.54,50.03
Stock_4360,4688.26,USA,Healthcare,Mid Cap,Debt Free,13.59,-3.53
Stock_4361,1050.57,USA,Technology,Large Cap,Debt,48.65,-49.81
Stock_4362,2552.8,Japan,Finance,Mid Cap,Debt,4.89,32.68
Stock_4363,1905.15,India,Healthcare,Large Cap,Debt Free,37.44,-49.01
Stock_4364,1086.9,India,Consumer Goods,Large Cap,Debt,-24.82,-5.38
Stock_4365,4467.06,Japan,Finance,Large Cap,Debt Free,26.7,-19.85
Stock_4366,4329.88,China,Technology,Mid Cap,Debt Free,25.78,3.72
Stock_4367,1394.21,India,Finance,Mid Cap,Debt,-11.16,-12.17
Stock_4368,3639.01,USA,Consumer Goods,Mid Cap,Debt,5.85,-6.34
Stock_4369,3109.53,China,Consumer Goods,Small Cap,Debt Free,-13.31,6.59
Stock_4370,1606.4,Japan,Technology,Mid Cap,Debt Free,-17.69,45.29
Stock_4371,1118.96,USA,Finance,Mid Cap,Debt,23.69,8.44
Stock_4372,3934.1,China,Consumer Goods,Large Cap,Debt,34.08,-6.97
Stock_4373,966.12,China,Healthcare,Mid Cap,Debt Free,-19.5,27.67
Stock_4374,2180.78,USA,Technology,Large Cap,Debt,43.54,54.51
Stock_4375,1721.26,Japan,Consumer Goods,Small Cap,Debt,29.54,49.57
Stock_4376,308.16,Japan,Energy,Mid Cap,Debt,-12.26,-8.63
Stock_4377,3201.95,India,Consumer Goods,Large Cap,Debt Free,-3.76,26.62
Stock_4378,4206.55,Japan,Finance,Mid Cap,Debt,-9.11,53.91
Stock_4379,2355.9,China,Technology,Small Cap,Debt,-25.43,84.92
Stock_4380,2325.91,India,Consumer Goods,Large Cap,Debt,31.86,-4.77
Stock_4381,2168.76,India,Technology,Large Cap,Debt Free,-2.54,41.45
Stock_4382,3561.96,China,Consumer Goods,Mid Cap,Debt,9.88,36.89
Stock_4383,1667.76,India,Energy,Large Cap,Debt,22.63,94.97
Stock_4384,3406.55,China,Technology,Mid Cap,Debt,47.64,51.9
Stock_4385,4947.55,Japan,Finance,Small Cap,Debt,-25.62,46.24
Stock_4386,1198.52,Japan,Technology,Mid Cap,Debt,2.3,14.55
Stock_4387,4353.09,India,Energy,Small Cap,Debt,-7.77,-44.88
Stock_4388,151.17,China,Technology,Mid Cap,Debt,-26.99,-19.15
Stock_4389,4459.82,Japan,Technology,Mid Cap,Debt,31.53,7.94
Stock_4390,1537.63,India,Healthcare,Large Cap,Debt Free,1.99,3.46
Stock_4391,2305.14,USA,Technology,Mid Cap,Debt,-24.16,60.75
Stock_4392,2088.53,India,Finance,Large Cap,Debt Free,27.95,62.71
Stock_4393,3526.33,USA,Healthcare,Large Cap,Debt,-22.19,-43.8
Stock_4394,4305.0,India,Energy,Mid Cap,Debt Free,29.03,47.57
Stock_4395,2209.2,Japan,Consumer Goods,Mid Cap,Debt,-2.79,17.11
Stock_4396,3616.55,USA,Technology,Large Cap,Debt,33.24,3.82
Stock_4397,573.39,Japan,Consumer Goods,Large Cap,Debt,22.6,-41.22
Stock_4398,220.08,USA,Finance,Large Cap,Debt Free,7.79,-41.75
Stock_4399,1426.8,India,Technology,Mid Cap,Debt Free,-16.58,13.7
Stock_4400,4793.77,USA,Technology,Large Cap,Debt Free,19.2,-11.79
Stock_4401,2249.68,Japan,Healthcare,Mid Cap,Debt,37.81,34.44
Stock_4402,2400.7,USA,Consumer Goods,Large Cap,Debt Free,42.04,11.86
Stock_4403,763.64,India,Finance,Large Cap,Debt Free,6.97,93.08
Stock_4404,887.03,Japan,Consumer Goods,Small Cap,Debt Free,2.06,32.89
Stock_4405,4777.06,China,Healthcare,Mid Cap,Debt,34.35,-49.49
Stock_4406,4454.5,China,Technology,Small Cap,Debt,48.35,59.62
Stock_4407,307.55,China,Healthcare,Mid Cap,Debt,-5.3,-43.86
Stock_4408,4039.1,India,Healthcare,Mid Cap,Debt,16.02,11.3
Stock_4409,4995.69,India,Technology,Mid Cap,Debt,40.89,-9.52
Stock_4410,4990.45,USA,Technology,Mid Cap,Debt,-27.03,23.77
Stock_4411,3385.6,China,Healthcare,Mid Cap,Debt,43.18,-14.26
Stock_4412,2631.78,China,Technology,Mid Cap,Debt,-29.57,80.29
Stock_4413,4687.86,India,Technology,Mid Cap,Debt Free,-1.07,57.68
Stock_4414,740.05,USA,Healthcare,Mid Cap,Debt,22.2,61.38
Stock_4415,3654.74,India,Technology,Mid Cap,Debt,-16.49,-49.12
Stock_4416,78.11,Japan,Technology,Large Cap,Debt,41.15,-37.6
Stock_4417,251.83,India,Healthcare,Small Cap,Debt,40.94,1.9
Stock_4418,4329.64,India,Energy,Large Cap,Debt Free,-8.77,86.52
Stock_4419,3996.51,India,Healthcare,Mid Cap,Debt Free,38.91,20.39
Stock_4420,65.46,Japan,Consumer Goods,Large Cap,Debt,41.14,37.05
Stock_4421,2455.0,India,Technology,Small Cap,Debt Free,-29.61,56.48
Stock_4422,4650.83,USA,Healthcare,Large Cap,Debt Free,-4.32,79.62
Stock_4423,4666.11,USA,Consumer Goods,Large Cap,Debt,47.52,55.71
Stock_4424,2121.83,USA,Technology,Small Cap,Debt,9.73,-23.37
Stock_4425,4091.53,Japan,Technology,Small Cap,Debt,24.32,5.71
Stock_4426,3316.96,Japan,Technology,Large Cap,Debt Free,-3.65,60.09
Stock_4427,4533.62,Japan,Finance,Large Cap,Debt Free,33.14,89.16
Stock_4428,4098.7,India,Consumer Goods,Small Cap,Debt,9.71,-23.6
Stock_4429,3459.4,India,Technology,Small Cap,Debt,-13.76,-46.48
Stock_4430,1391.77,Japan,Technology,Mid Cap,Debt,10.31,-43.15
Stock_4431,3355.23,India,Technology,Large Cap,Debt,23.55,-0.14
Stock_4432,2337.32,India,Technology,Large Cap,Debt,39.94,75.47
Stock_4433,4720.44,Japan,Consumer Goods,Large Cap,Debt Free,16.38,23.11
Stock_4434,2167.07,Japan,Finance,Large Cap,Debt Free,34.21,37.77
Stock_4435,1123.1,China,Consumer Goods,Large Cap,Debt,-15.58,47.88
Stock_4436,4109.91,Japan,Consumer Goods,Mid Cap,Debt Free,-27.09,52.52
Stock_4437,2907.94,China,Technology,Large Cap,Debt Free,49.53,-39.69
Stock_4438,4486.87,China,Healthcare,Mid Cap,Debt,-28.63,58.17
Stock_4439,3992.02,China,Technology,Mid Cap,Debt,31.07,-9.14
Stock_4440,4930.38,USA,Finance,Mid Cap,Debt,-23.66,-30.29
Stock_4441,1480.33,India,Technology,Mid Cap,Debt Free,18.08,64.61
Stock_4442,2133.01,Japan,Consumer Goods,Mid Cap,Debt,47.18,17.09
Stock_4443,3581.09,India,Healthcare,Mid Cap,Debt Free,-1.14,-23.12
Stock_4444,3293.74,USA,Technology,Small Cap,Debt Free,-12.02,84.39
Stock_4445,4984.61,India,Technology,Large Cap,Debt,44.55,3.89
Stock_4446,1868.71,USA,Technology,Small Cap,Debt,48.94,37.19
Stock_4447,99.75,Japan,Finance,Mid Cap,Debt,12.99,-38.84
Stock_4448,4907.9,USA,Technology,Small Cap,Debt Free,-7.33,81.14
Stock_4449,4646.96,Japan,Healthcare,Mid Cap,Debt,40.31,92.31
Stock_4450,595.52,USA,Finance,Mid Cap,Debt,24.76,87.43
Stock_4451,2233.14,India,Healthcare,Mid Cap,Debt,3.27,41.65
Stock_4452,1810.62,Japan,Finance,Mid Cap,Debt Free,21.52,-33.91
Stock_4453,4546.31,China,Finance,Large Cap,Debt,-20.68,7.6
Stock_4454,97.77,India,Finance,Large Cap,Debt,36.94,26.74
Stock_4455,2900.31,India,Technology,Small Cap,Debt,20.82,-28.68
Stock_4456,1859.78,India,Consumer Goods,Large Cap,Debt Free,12.71,62.87
Stock_4457,3687.68,USA,Consumer Goods,Large Cap,Debt Free,-10.95,-5.78
Stock_4458,4458.87,Japan,Consumer Goods,Mid Cap,Debt,-3.81,11.26
Stock_4459,2456.91,India,Consumer Goods,Mid Cap,Debt,-7.93,-0.32
Stock_4460,580.33,China,Healthcare,Small Cap,Debt,14.67,86.34
Stock_4461,2692.32,India,Consumer Goods,Mid Cap,Debt,24.89,53.06
Stock_4462,1874.19,Japan,Finance,Small Cap,Debt,2.99,38.01
Stock_4463,742.46,Japan,Consumer Goods,Large Cap,Debt Free,3.71,43.6
Stock_4464,4172.4,USA,Technology,Mid Cap,Debt Free,-17.46,70.99
Stock_4465,1071.72,USA,Healthcare,Large Cap,Debt,-26.31,71.54
Stock_4466,2942.38,USA,Healthcare,Mid Cap,Debt,9.4,77.07
Stock_4467,2895.71,India,Consumer Goods,Large Cap,Debt,23.82,30.69
Stock_4468,2772.53,China,Consumer Goods,Large Cap,Debt,-0.64,58.41
Stock_4469,73.44,India,Consumer Goods,Mid Cap,Debt,21.92,74.33
Stock_4470,541.61,USA,Consumer Goods,Mid Cap,Debt Free,-9.08,-40.44
Stock_4471,4817.6,USA,Technology,Mid Cap,Debt Free,-16.46,-11.76
Stock_4472,2224.68,India,Healthcare,Large Cap,Debt,-9.9,-23.98
Stock_4473,4015.78,USA,Consumer Goods,Small Cap,Debt Free,-0.02,-21.16
Stock_4474,3933.14,India,Consumer Goods,Small Cap,Debt,-2.89,-6.84
Stock_4475,638.64,India,Technology,Large Cap,Debt Free,35.32,-46.54
Stock_4476,3151.24,India,Energy,Small Cap,Debt Free,-14.11,28.76
Stock_4477,4200.35,India,Healthcare,Mid Cap,Debt,15.21,88.05
Stock_4478,1388.81,USA,Technology,Large Cap,Debt,36.22,94.2
Stock_4479,3836.16,China,Consumer Goods,Mid Cap,Debt Free,-0.16,63.59
Stock_4480,3402.55,Japan,Healthcare,Large Cap,Debt,27.14,46.44
Stock_4481,2859.71,China,Consumer Goods,Small Cap,Debt,31.16,-24.2
Stock_4482,3033.15,USA,Finance,Mid Cap,Debt Free,-9.68,2.28
Stock_4483,1466.62,Japan,Healthcare,Mid Cap,Debt,-29.58,10.85
Stock_4484,4325.85,China,Healthcare,Mid Cap,Debt,17.69,-20.12
Stock_4485,1231.5,India,Energy,Mid Cap,Debt Free,-11.75,4.1
Stock_4486,578.84,India,Healthcare,Mid Cap,Debt,34.61,5.38
Stock_4487,2912.2,China,Consumer Goods,Mid Cap,Debt,-9.63,-1.22
Stock_4488,1134.45,USA,Energy,Large Cap,Debt,12.63,94.31
Stock_4489,1403.56,Japan,Finance,Small Cap,Debt Free,39.94,-20.78
Stock_4490,1221.75,India,Technology,Mid Cap,Debt Free,-7.44,70.61
Stock_4491,4663.9,India,Consumer Goods,Mid Cap,Debt,14.0,44.42
Stock_4492,483.68,USA,Healthcare,Small Cap,Debt,-7.99,53.02
Stock_4493,4367.11,India,Technology,Mid Cap,Debt,32.77,-18.93
Stock_4494,2826.25,India,Consumer Goods,Mid Cap,Debt,22.01,55.33
Stock_4495,3870.05,USA,Consumer Goods,Mid Cap,Debt,24.41,1.56
Stock_4496,3778.83,USA,Consumer Goods,Mid Cap,Debt,-9.8,-39.41
Stock_4497,3866.66,Japan,Energy,Large Cap,Debt,40.27,17.31
Stock_4498,937.96,USA,Energy,Mid Cap,Debt,7.33,73.15
Stock_4499,561.48,China,Healthcare,Large Cap,Debt Free,43.97,88.26
Stock_4500,1407.22,China,Healthcare,Mid Cap,Debt,49.93,57.07
Stock_4501,3236.22,India,Technology,Mid Cap,Debt,41.83,99.55
Stock_4502,2898.66,China,Consumer Goods,Mid Cap,Debt,19.9,-2.74
Stock_4503,1466.05,Japan,Consumer Goods,Large Cap,Debt Free,25.14,-2.14
Stock_4504,1860.22,USA,Finance,Mid Cap,Debt,17.67,-48.75
Stock_4505,4158.38,India,Energy,Mid Cap,Debt Free,28.83,19.99
Stock_4506,2302.51,Japan,Technology,Small Cap,Debt,-21.97,42.37
Stock_4507,1394.86,China,Technology,Small Cap,Debt Free,0.73,-21.28
Stock_4508,4223.28,India,Consumer Goods,Mid Cap,Debt,27.39,11.3
Stock_4509,516.66,Japan,Healthcare,Mid Cap,Debt,20.04,2.7
Stock_4510,4171.44,India,Technology,Mid Cap,Debt,-14.52,-34.32
Stock_4511,4603.96,USA,Consumer Goods,Mid Cap,Debt,19.64,7.47
Stock_4512,3576.37,India,Consumer Goods,Small Cap,Debt Free,45.04,81.7
Stock_4513,3954.94,India,Healthcare,Mid Cap,Debt,-2.5,67.96
Stock_4514,1093.52,Japan,Healthcare,Mid Cap,Debt,0.87,-31.32
Stock_4515,4958.88,USA,Energy,Mid Cap,Debt,-6.24,-11.28
Stock_4516,4445.2,India,Technology,Small Cap,Debt Free,-0.45,-17.29
Stock_4517,1985.29,USA,Consumer Goods,Large Cap,Debt Free,26.96,-9.37
Stock_4518,2057.1,India,Healthcare,Large Cap,Debt,30.54,55.52
Stock_4519,3058.46,India,Healthcare,Large Cap,Debt,20.1,-42.52
Stock_4520,678.22,India,Healthcare,Large Cap,Debt,15.58,7.2
Stock_4521,4192.63,India,Healthcare,Mid Cap,Debt,45.88,93.11
Stock_4522,3349.86,India,Healthcare,Small Cap,Debt,-11.51,84.93
Stock_4523,430.04,Japan,Technology,Mid Cap,Debt Free,-26.89,24.41
Stock_4524,2678.62,USA,Technology,Mid Cap,Debt Free,-5.72,-17.01
Stock_4525,3426.82,Japan,Technology,Small Cap,Debt Free,2.88,-47.85
Stock_4526,78.46,China,Technology,Small Cap,Debt,15.94,-48.53
Stock_4527,3232.62,USA,Consumer Goods,Mid Cap,Debt,-25.15,-37.34
Stock_4528,1260.05,India,Technology,Mid Cap,Debt Free,7.28,-13.0
Stock_4529,930.28,India,Energy,Small Cap,Debt,12.95,35.86
Stock_4530,1395.58,Japan,Technology,Large Cap,Debt,-14.45,-37.74
Stock_4531,1891.96,India,Energy,Mid Cap,Debt Free,9.61,-18.86
Stock_4532,234.97,Japan,Technology,Mid Cap,Debt,38.13,41.13
Stock_4533,1601.82,USA,Consumer Goods,Mid Cap,Debt,-9.65,55.33
Stock_4534,497.74,China,Energy,Large Cap,Debt,-8.05,-24.18
Stock_4535,4592.97,China,Finance,Small Cap,Debt,-20.85,30.9
Stock_4536,4505.68,China,Healthcare,Large Cap,Debt,-1.06,-8.97
Stock_4537,3838.96,India,Consumer Goods,Small Cap,Debt Free,-14.99,67.56
Stock_4538,1533.06,China,Energy,Mid Cap,Debt,13.84,54.33
Stock_4539,3846.75,USA,Healthcare,Mid Cap,Debt Free,39.6,35.26
Stock_4540,350.3,India,Finance,Large Cap,Debt,17.25,52.48
Stock_4541,2113.99,India,Consumer Goods,Mid Cap,Debt Free,48.0,-4.88
Stock_4542,2008.89,China,Healthcare,Large Cap,Debt,41.06,-47.79
Stock_4543,1126.13,China,Healthcare,Small Cap,Debt,4.05,76.32
Stock_4544,3606.91,India,Healthcare,Mid Cap,Debt Free,-19.77,-49.0
Stock_4545,964.32,USA,Energy,Small Cap,Debt Free,10.17,67.3
Stock_4546,2852.97,India,Technology,Large Cap,Debt Free,24.17,55.35
Stock_4547,456.44,India,Energy,Small Cap,Debt Free,3.7,-40.71
Stock_4548,4291.95,Japan,Energy,Large Cap,Debt Free,15.77,-45.88
Stock_4549,957.12,USA,Healthcare,Mid Cap,Debt Free,40.91,98.1
Stock_4550,3930.66,USA,Technology,Mid Cap,Debt,43.28,62.86
Stock_4551,1895.72,Japan,Healthcare,Mid Cap,Debt,22.72,47.49
Stock_4552,742.68,India,Consumer Goods,Large Cap,Debt,-27.76,-13.38
Stock_4553,2080.79,China,Technology,Small Cap,Debt Free,35.21,26.2
Stock_4554,4955.51,India,Healthcare,Small Cap,Debt,14.9,-3.87
Stock_4555,3882.6,Japan,Healthcare,Small Cap,Debt,24.34,16.83
Stock_4556,1606.17,USA,Healthcare,Large Cap,Debt,22.95,-44.01
Stock_4557,3493.31,China,Consumer Goods,Small Cap,Debt,28.59,-44.94
Stock_4558,2363.08,India,Technology,Large Cap,Debt,30.04,74.9
Stock_4559,3827.37,India,Energy,Small Cap,Debt,-21.23,47.23
Stock_4560,142.15,Japan,Technology,Mid Cap,Debt,-27.05,72.81
Stock_4561,4436.85,Japan,Technology,Small Cap,Debt,3.09,0.05
Stock_4562,1191.2,China,Technology,Large Cap,Debt Free,-22.36,-45.66
Stock_4563,2363.07,India,Energy,Mid Cap,Debt,25.54,48.11
Stock_4564,4149.24,India,Consumer Goods,Small Cap,Debt,18.91,39.16
Stock_4565,4605.95,Japan,Consumer Goods,Large Cap,Debt,-12.54,95.22
Stock_4566,802.18,Japan,Healthcare,Large Cap,Debt Free,-16.99,49.13
Stock_4567,167.56,USA,Technology,Large Cap,Debt,-15.51,36.63
Stock_4568,1560.75,India,Technology,Mid Cap,Debt,10.93,-31.45
Stock_4569,407.51,Japan,Healthcare,Mid Cap,Debt,48.04,96.66
Stock_4570,664.34,Japan,Technology,Mid Cap,Debt,45.79,-9.12
Stock_4571,1273.62,USA,Healthcare,Small Cap,Debt Free,48.06,-46.6
Stock_4572,591.5,China,Technology,Small Cap,Debt,-23.7,-16.44
Stock_4573,2673.09,Japan,Consumer Goods,Large Cap,Debt Free,20.12,37.8
Stock_4574,2075.62,China,Technology,Small Cap,Debt,29.73,32.06
Stock_4575,3124.48,USA,Consumer Goods,Mid Cap,Debt,11.37,5.65
Stock_4576,2047.27,China,Healthcare,Mid Cap,Debt,16.54,43.65
Stock_4577,3812.04,India,Consumer Goods,Mid Cap,Debt Free,21.57,6.8
Stock_4578,4511.42,Japan,Consumer Goods,Small Cap,Debt,37.05,12.27
Stock_4579,4380.58,Japan,Healthcare,Large Cap,Debt,-3.89,47.12
Stock_4580,667.68,USA,Technology,Small Cap,Debt,31.48,65.61
Stock_4581,2938.39,USA,Healthcare,Large Cap,Debt,-27.15,22.92
Stock_4582,3234.06,USA,Finance,Small Cap,Debt,21.42,-27.75
Stock_4583,3066.25,China,Consumer Goods,Mid Cap,Debt Free,27.99,75.49
Stock_4584,3590.24,USA,Consumer Goods,Large Cap,Debt,-6.0,64.38
Stock_4585,3671.0,USA,Healthcare,Mid Cap,Debt Free,-23.5,73.05
Stock_4586,1554.12,China,Healthcare,Mid Cap,Debt Free,-24.79,34.14
Stock_4587,3622.06,India,Technology,Small Cap,Debt,47.62,2.95
Stock_4588,2028.18,USA,Technology,Mid Cap,Debt,-16.88,-45.59
Stock_4589,3844.81,India,Healthcare,Small Cap,Debt,22.3,29.94
Stock_4590,2627.83,USA,Healthcare,Large Cap,Debt,0.89,63.85
Stock_4591,3570.24,Japan,Healthcare,Mid Cap,Debt Free,-1.18,97.7
Stock_4592,3709.04,China,Finance,Large Cap,Debt,-16.3,37.91
Stock_4593,1925.66,China,Technology,Large Cap,Debt Free,49.22,0.04
Stock_4594,3499.4,China,Finance,Small Cap,Debt,-23.9,76.29
Stock_4595,4667.42,USA,Technology,Small Cap,Debt,-21.6,4.74
Stock_4596,914.46,USA,Technology,Small Cap,Debt Free,1.23,-20.1
Stock_4597,2834.01,Japan,Consumer Goods,Large Cap,Debt Free,42.36,58.12
Stock_4598,424.01,India,Consumer Goods,Mid Cap,Debt,41.54,-26.67
Stock_4599,2148.14,USA,Technology,Large Cap,Debt Free,-19.84,9.83
Stock_4600,3948.35,India,Healthcare,Large Cap,Debt Free,9.83,28.03
Stock_4601,1306.09,Japan,Technology,Large Cap,Debt,40.72,-46.53
Stock_4602,3360.09,Japan,Healthcare,Mid Cap,Debt Free,-7.21,-36.62
Stock_4603,512.13,Japan,Technology,Mid Cap,Debt,42.11,-41.04
Stock_4604,3644.38,India,Healthcare,Mid Cap,Debt,36.55,88.88
Stock_4605,4751.17,India,Healthcare,Small Cap,Debt,48.78,99.72
Stock_4606,4470.33,Japan,Consumer Goods,Large Cap,Debt Free,48.56,86.76
Stock_4607,288.4,USA,Healthcare,Mid Cap,Debt,3.67,20.01
Stock_4608,4048.92,India,Finance,Large Cap,Debt,0.34,37.67
Stock_4609,4137.09,USA,Consumer Goods,Large Cap,Debt,26.27,65.64
Stock_4610,3020.19,India,Consumer Goods,Mid Cap,Debt,1.97,10.74
Stock_4611,2171.44,India,Technology,Small Cap,Debt Free,-7.1,95.46
Stock_4612,1123.98,India,Finance,Mid Cap,Debt Free,47.86,-34.47
Stock_4613,3848.36,India,Finance,Mid Cap,Debt Free,42.96,-25.66
Stock_4614,4138.75,Japan,Finance,Small Cap,Debt,24.87,32.42
Stock_4615,3212.58,USA,Consumer Goods,Large Cap,Debt Free,-10.3,73.76
Stock_4616,4339.74,India,Finance,Small Cap,Debt,17.78,-26.24
Stock_4617,2757.42,USA,Finance,Small Cap,Debt,25.96,-18.2
Stock_4618,2695.86,India,Consumer Goods,Large Cap,Debt,5.3,67.3
Stock_4619,3705.41,USA,Consumer Goods,Mid Cap,Debt Free,-18.43,-20.33
Stock_4620,4935.94,India,Healthcare,Mid Cap,Debt Free,-16.55,-40.62
Stock_4621,2398.69,India,Technology,Small Cap,Debt Free,1.9,72.55
Stock_4622,1258.93,Japan,Healthcare,Mid Cap,Debt,37.75,63.69
Stock_4623,812.25,USA,Technology,Small Cap,Debt,-21.43,81.04
Stock_4624,3152.44,India,Consumer Goods,Small Cap,Debt Free,27.68,-1.44
Stock_4625,2709.02,India,Consumer Goods,Mid Cap,Debt,12.03,-31.29
Stock_4626,4172.49,India,Finance,Mid Cap,Debt Free,35.37,55.69
Stock_4627,4094.26,China,Healthcare,Large Cap,Debt,33.79,-14.66
Stock_4628,732.93,USA,Technology,Small Cap,Debt,-26.44,25.08
Stock_4629,2530.26,India,Consumer Goods,Large Cap,Debt Free,23.53,94.69
Stock_4630,1158.37,India,Finance,Mid Cap,Debt Free,47.87,80.94
Stock_4631,4586.64,Japan,Consumer Goods,Mid Cap,Debt,-17.03,13.3
Stock_4632,3124.61,USA,Healthcare,Large Cap,Debt,-22.34,-47.85
Stock_4633,4128.64,China,Technology,Small Cap,Debt,21.28,92.82
Stock_4634,2012.19,India,Consumer Goods,Small Cap,Debt Free,30.75,20.75
Stock_4635,743.3,Japan,Consumer Goods,Mid Cap,Debt Free,-8.0,4.12
Stock_4636,4011.15,Japan,Consumer Goods,Mid Cap,Debt,44.13,46.33
Stock_4637,1020.67,USA,Technology,Mid Cap,Debt,20.21,-39.45
Stock_4638,4256.54,India,Technology,Small Cap,Debt,7.62,79.69
Stock_4639,4821.25,China,Technology,Large Cap,Debt,-8.99,50.11
Stock_4640,3046.81,India,Consumer Goods,Large Cap,Debt,13.89,13.79
Stock_4641,2541.45,China,Technology,Mid Cap,Debt Free,-24.69,-25.04
Stock_4642,3561.54,India,Energy,Small Cap,Debt Free,-26.21,-41.51
Stock_4643,4024.88,USA,Consumer Goods,Large Cap,Debt,42.72,-39.81
Stock_4644,1376.52,India,Technology,Large Cap,Debt,44.79,71.12
